Country,Indicator,"Indicator Code",Period,DisaggregationId,Disaggregation,DatasourceId,"Data Source",MeasurementMethodId,"Measurement Method",Value
"REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.5
"REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.6
"REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29
"REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,31.5
"REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,9,Female,3,"WHO/Global Health Observatory",1,Percentage,30
"REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,8,Male,3,"WHO/Global Health Observatory",1,Percentage,33
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",399
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",371
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",385
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",377
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",402
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",389
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",394
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",383
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",405
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",399
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",389
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",410
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",405
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",415
"REPUBLIC OF CONGO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",395
RWANDA,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,5.1
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,25.2
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.1
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.1
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.5
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,26.7
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,27.9
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,21.2
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.4
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.7
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,20.5
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.6
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,19.3
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,21.3
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.1
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,18.2
RWANDA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,20.1
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",325
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",300
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",313
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",303
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",329
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",316
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",320
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",333
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",307
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",337
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",311
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",324
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",315
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",341
RWANDA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",328
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.4
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,36.7
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,24.6
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.9
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,25.8
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,26.9
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,41.1
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.9
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,41
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.6
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.2
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.8
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.2
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.7
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.3
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.4
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.2
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.8
"SÃO TOMÉ AND PRÍNCIPE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.1
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",396
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",402
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",391
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",393
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",398
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",403
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",400
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",404
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",396
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",401
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",408
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",404
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",406
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",409
"SÃO TOMÉ AND PRÍNCIPE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",412
SENEGAL,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.4
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.4
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.9
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.5
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,29.7
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,30.4
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,30.2
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.1
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.2
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.5
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.4
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.4
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.7
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.6
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.7
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.5
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.1
SENEGAL,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",338
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",347
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",343
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",350
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",342
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",346
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",345
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",353
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",349
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",355
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",351
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",347
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",349
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",353
SENEGAL,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",357
SEYCHELLES,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,12.3
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,36.6
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,26.4
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,20.2
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,23.5
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.6
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.9
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.7
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.8
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.8
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.8
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,37.4
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.8
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,37.8
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,36
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.6
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.3
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,36.6
SEYCHELLES,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.5
SEYCHELLES,"availability of items for offering Cardiovascular diseases services",AFR0544,2017,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,89
SEYCHELLES,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",23
"SIERRA LEONE","Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.4
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,29.4
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,30.3
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.6
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.1
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,31
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.7
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.3
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.2
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.6
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.4
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.4
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.3
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.6
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.3
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.1
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.7
"SIERRA LEONE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.1
"SIERRA LEONE","Availability of Cardiovascular diseases services",AFR0528,2017,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,20
